"AID","Book-Author"
61111,"Janet Thompson"
61112,"Fred, Lockley"
61113,"Mary Gubser"
61114,"MAURICE J. PHD ELIAS"
61115,"Beth Fowler"
61116,"Joseph C. Landis"
61117,"Janis Graham"
61118,"Virginia, Barber"
61119,"Vicki Churchill"
61120,"Catherine C. Crane"
61121,"William Deverell"
61122,"Raymond Murphy"
61123,"Ron Corbett"
61124,"Aaron M. Davis"
61125,"Deborah Uchill Miller"
61126,"Michael Rowley"
61127,"Sanseido"
61128,"Chris Sion"
61129,"Association for Japanese-Language"
61130,"Kanji Text Research Group"
61131,"Luise Eichenbaum"
61132,"Giles Murray"
61133,"Emanuel Cheraskin"
61134,"Taeko Kamiya"
61135,"Simon Sweeney"
61136,"Harold Jenkins"
61137,"Mark Rubinstein"
61138,"Ginny Callan"
61139,"Jack Van Der Geest"
61140,"Friederike Klippel"
61141,"Ross Gelbspan"
61142,"Jonathan F. S. Post"
61143,"Selma Ottilia Lagerloef"
61144,"John Morgan"
61145,"Carl & Haven, Lorena Franz"
61146,"Elliott Leyton"
61147,"Annie Broadhead"
61148,"Jack C. Richards"
61149,"Ann N. Martin"
61150,"Judith D. Schwartz"
61151,"Jose Maria Eca De Queiros"
61152,"Nathaniel Altman"
61153,"Lorenza De' Medici Stucchi"
61154,"Tina Rathbone"
61155,"Peter Steele"
61156,"Jim Christy"
61157,"Martin L. Budd"
61158,"Mark Schreiber"
61159,"Rudolph Erich Raspe"
61160,"Susan Chalker Browne"
61161,"Desiree Witkowski"
61162,"Martin Gostelow"
61163,"Todd Parr"
61164,"Jacques Chailley"
61165,"Kay Halsey"
61166,"Lisa Gerard-Sharp"
61167,"Elizabeth Boa"
61168,"James P. Delgado"
61169,"Nancy Baggett"
61170,"Gerard, Dr Encausse"
61171,"Michael J. Hernandez"
61172,"P.G. O'Neill"
61173,"Bradley Zimmer"
61174,"Kenneth G. Henshall"
61175,"Ruben Nojd"
61176,"ANDREW COHEN"
61177,"Donald Richie"
61178,"Jonathan Hayter"
61179,"Donald McLeish Murray"
61180,"Len Walsh"
61181,"J. Weed"
61182,"Ed Victor"
61183,"Emi Kazuko"
61184,"Raven Kaldera"
61185,"Cornelius Agrippa"
61186,"Randy Schaeffer"
61187,"Needlecraft Shop"
61188,"Melissa Leapman"
61189,"Curt Cadorette"
61190,"David Foll"
61191,"Gerald S. Hawkins"
61192,"Fiona Joseph"
61193,"Jean Par"
61194,"George Smoot"
61195,"Ruth Gairns"
61196,"Stewart Flexner"
61197,"P. J. E. Peebles"
61198,"Maija­Hellikki Aaltio"
61199,"Paul L Kaufman"
61200,"Carol Parker"
61201,"Paul Albitz"
61202,"David Annandale"
61203,"Freddy Derwahl"
61204,"Sriranga Veeraraghavan"
61205,"Joanna Farrow"
61206,"Lissa Manley"
61207,"Anna-Maija Tanttu"
61208,"Paul Twitchell"
61209,"Carol Eby"
61210,"Bernard, MD Valman"
61211,"Steve Maguire"
61212,"Judith Drazin"
61213,"E. C. Brewer"
61214,"Daniel Solomon Cutler"
61215,"Victoria Lloyd-Davies"
61216,"Len Neufeld"
61217,"Theodora Lau"
61218,"John Osier"
61219,"Ben Sonder"
61220,"Josef Martin Bauer"
61221,"G�?¼nther Nenning"
61222,"Ichir�?O. Kawasaki"
61223,"Jane Chisholm"
61224,"Lis Harris"
61225,"Ruth Fredman Cernea"
61226,"Vijaya Lakshmi Pandit"
61227,"J�?¼rgen Domian"
61228,"Simeon J. Maslin"
61229,"Allison Burt"
61230,"Leslie Chamberlain"
61231,"Samuel C Heilman"
61232,"C. Luk"
61233,"NAOMI WOLF"
61234,"J. V. Cerney"
61235,"BERNIE GLASSMAN"
61236,"Alastair Sawday"
61237,"Al G. Manning"
61238,"Ernst Wisser"
61239,"Albert, Schweitzer"
61240,"Hayden"
61241,"Pamela Dalton"
61242,"Michael Samuels"
61243,"Gloria Nicol"
61244,"Jocelyn Chadwick-Joshua"
61245,"Hawthorn Series"
61246,"Stanley Cavell"
61247,"Jacquelin Diamond"
61248,"John Hassett"
61249,"Eugene Vale"
61250,"Merebeth Switzer"
61251,"Cristina Guinot"
61252,"Gerald Peary"
61253,"Nadia Julien"
61254,"John C. Miles"
61255,"John Vitkus"
61256,"John Melville Bishop"
61257,"H. MICHAEL MOGIL"
61258,"William S. Pechter"
61259,"Terry Goldie"
61260,"Ian James"
61261,"Randal Johnson"
61262,"Faye Reineberg Holt"
61263,"Stephen Dwoskin"
61264,"Sue Fuller"
61265,"Richard Dyer Maccann"
61266,"Micrea Eliade"
61267,"Robert Lovejoy"
61268,"A. E. Hotchner"
61269,"Arthur L. Gaskill"
61270,"Brian Vachon"
61271,"Lee R Bobker"
61272,"Béla Balázs"
61273,"Roy Armes"
61274,"Richard Corliss"
61275,"Ann Bryan"
61276,"Klaus Phillips"
61277,"Peter Wollen"
61278,"Boles±aw Micha±ek"
61279,"Jay Leyda"
61280,"Georges Pierre Seurat"
61281,"Alfred Werner"
61282,"Ernie Lyall"
61283,"Peter Vergo"
61284,"Jonathan Fineberg"
61285,"Jack Cowart"
61286,"Jean Leymarie"
61287,"Max Ernst"
61288,"A. Everitt"
61289,"Erich Neumann"
61290,"Sheldon Cheney"
61291,"John Bingham"
61292,"George Grosz"
61293,"Jerry L. Fletcher"
61294,"Jill Conway"
61295,"Rudolf V.B. Rucker"
61296,"Norton Simon Museum of Art at Pasadena"
61297,"Henry II Smith"
61298,"Johannes Itten"
61299,"Apuleius"
61300,"John Raynes"
61301,"Wallace, Lew"
61302,"Peter Probyn"
61303,"Joseph McHugh"
61304,"Andrew Offutt"
61305,"Robert Kaupelis"
61306,"David L. Carroll"
61307,"Corinne Heline"
61308,"Mary Cahill"
61309,"John  Milton"
61310,"Herbert Silberer"
61311,"Nikki. Giovanni"
61312,"Niki Burnham"
61313,"Lucia A Salemme"
61314,"Marcelle Clements"
61315,"Gordon Snell"
61316,"Lynsy Pinsent"
61317,"Mary Peate"
61318,"Edmund Burke Feldman"
61319,"J. L Granatstein"
61320,"Lincoln Center for the Performing Arts"
61321,"LeRoy Neiman"
61322,"Karen Ann Wilson"
61323,"Andre Derain"
61324,"Edwin L. Wade"
61325,"Rembrandt Harmenszoon Van Rijn"
61326,"Don, Davy"
61327,"Margaret A. Barnes"
61328,"Roger Winter"
61329,"John  Prados"
61330,"Enrico Caruso"
61331,"George Brant Bridgman"
61332,"Johnny France"
61333,"Nathan Goldstein"
61334,"RICHARD ZIMLER"
61335,"Otto G Ocvirk"
61336,"Isabel Marie"
61337,"Berry"
61338,"Frederic Taubes"
61339,"Burne Hogarth"
61340,"Jamey Cohen"
61341,"Carole Katchen"
61342,"Ernest Savage"
61343,"Arthur L. Guptill"
61344,"Fiona Spalding-Smith"
61345,"Susan Hallsten McGarry"
61346,"Roberta  Leigh"
61347,"Don Atkinson"
61348,"Helen Van Wyk"
61349,"James N. Powell"
61350,"Peggy Roalf"
61351,"Karen Dawes"
61352,"Stanley Applebaum"
61353,"Dona Z. Meilach"
61354,"Ramon Kelley"
61355,"Stephanie Howard"
61356,"Douglas Allen"
61357,"Furman J Finck"
61358,"Paul Leveille"
61359,"Robert Beverly Hale"
61360,"Bernard Dunstan"
61361,"Mark Kimball Moulton"
61362,"Daphne Chair"
61363,"Douglas R. Graves"
61364,"Harvey Kidder"
61365,"Louise Mckay"
61366,"Heinrich, W�?Olfflin"
61367,"Carla Gottlieb"
61368,"Michael Kitson"
61369,"Salley Wentworth"
61370,"Paul Hogarth"
61371,"Paul Waldo Schwartz"
61372,"Dejanirah Couto"
61373,"Barbara Bartholomew"
61374,"David Graulich"
61375,"Richard Bowes"
61376,"Hector Macdonald"
61377,"Cuca Canals"
61378,"Sylvia Lymbery"
61379,"Milena Reynolds"
61380,"Michael Riordon"
61381,"Living Language"
61382,"Ivan E. Coyote"
61383,"Alona Kimhi"
61384,"Wade Brackenbury"
61385,"Dixie Dubois"
61386,"Jamyang Norbu"
61387,"Pubn Inc Lexicon"
61388,"D. Bolander"
61389,"De James"
61390,"Edward MacNeal"
61391,"Michael J. Rhein"
61392,"Julia Hutton"
61393,"Kathryn Ross"
61394,"Albrecht Folsing"
61395,"Fred Penner"
61396,"Damelus Ezechiel Petit-Bois"
61397,"Noam  Chomsky"
61398,"Sharon Gmelch"
61399,"Dan Fesperman"
61400,"Janet Hannah"
61401,"Thomas Locke"
61402,"Clark Taylor"
61403,"Brenda Smith Myles"
61404,"Alison Moore"
61405,"Anne Jackson"
61406,"Cornelia Otis, Skinner"
61407,"Ken Robbins"
61408,"The Rock"
61409,"Bob Rybak"
61410,"Clarence Bass"
61411,"Ryan Dancey"
61412,"Joy, Dr Browne"
61413,"Marilee Horton"
61414,"Edward Craig"
61415,"Matt Forbeck"
61416,"David Eckelberry"
61417,"John D. Rateliff"
61418,"Hansj�?¶rg Schertenleib"
61419,"Jason Carl"
61420,"Rich Redman"
61421,"Bradley K. Hawkins"
61422,"Last Unicorn Games"
61423,"Brian Campbell"
61424,"Janice Sellers"
61425,"Blasco Ibanez"
61426,"Lug"
61427,"Leslie Alcock"
61428,"Jerome Groopman"
61429,"Francine Du Plessix Gray"
61430,"Stanley M. Davis"
61431,"Federal Electric Corporation"
61432,"Suzanne Yalof"
61433,"Rebecca Rule"
61434,"Phil Andrews"
61435,"Kathleen Rowntree"
61436,"Linda Wagner-Martin"
61437,"R.S. Rennert"
61438,"Jacqueline Shannon"
61439,"David Pulver"
61440,"Gabrielle Carey"
61441,"Helen S. Konz"
61442,"Steve Kurtz"
61443,"Michael Pondsmith"
61444,"Cass R. Sandak"
61445,"Paul Jaquays"
61446,"OTTO KROEGER"
61447,"Robert Ward"
61448,"Wesley J. Smith"
61449,"Dale Donovan"
61450,"Cole Thompson"
61451,"Jim Bambra"
61452,"Joseph R. Spies"
61453,"Robert Gunther"
61454,"Diana Vreeland"
61455,"Steve Forbes"
61456,"Cassie Kendall"
61457,"Rich Baker"
61458,"Roni Schotter"
61459,"Sharon Phillips Denslow"
61460,"Kirk Botula"
61461,"Douglas Raber"
61462,"Johnny Valentine"
61463,"Magdalena Tulli"
61464,"Manny Meyers"
61465,"Alan Arkin"
61466,"Mary Wormell"
61467,"John S. Crosbie"
61468,"Thomas H Brennan"
61469,"Roy L. Stewart"
61470,"BRIAN KEITH JACKSON"
61471,"Theresa Greenaway"
61472,"James Dyson"
61473,"Bruce Golden"
61474,"Tomi Ungerer"
61475,"Dorothy Hinshaw Patent"
61476,"Basil L. Hart"
61477,"Michael McGirr"
61478,"Donald Hyslop"
61479,"Sarah Garland"
61480,"John Frank"
61481,"Bradford Keeney"
61482,"Marla Frazee"
61483,"M. Jonathan D. Garzillo"
61484,"Raymond Bial"
61485,"Sun Pin"
61486,"Margot Fonteyn"
61487,"Eric Trautmann"
61488,"Steven C. Brown"
61489,"Andrew Greenberg"
61490,"Bill Bridges"
61491,"Dave Johnson"
61492,"Suzanne Crowder Han"
61493,"Patrick K. Porter"
61494,"Brendan Gill"
61495,"Sue Ann Alderson"
61496,"Sonny Bono"
61497,"Gene-Michael Higney"
61498,"Caroline Heens"
61499,"Peter M.K. Chan"
61500,"Catherine Anholt"
61501,"Melissa Bay Mathis"
61502,"Jo Donnelly"
61503,"Bob Graham"
61504,"Arthur Waley"
61505,"Elisabeth Reuter"
61506,"Richard Labonte"
61507,"Tim Cornell"
61508,"Dinah Johnson"
61509,"Tom Horn"
61510,"Anne Gatti"
61511,"Books Brimax"
61512,"Brimax"
61513,"Thomas T. With Dimona, Joseph Noguchi"
61514,"Janet P. Morgan"
61515,"Geoffrey Turner"
61516,"Julie Lacome"
61517,"Doris Gove"
61518,"Tara Doyle"
61519,"Rudolph F. Norden"
61520,"Bernard Wolf"
61521,"Rob Fleming"
61522,"Ralph E. Warner"
61523,"David C. Cook"
61524,"Lauren Ariev"
61525,"Sue Cornwell"
61526,"Gus Clarke"
61527,"Gail Damerow"
61528,"Alison Dench"
61529,"Adina Hoffman"
61530,"Amy Axelrod"
61531,"Jack Titus"
61532,"C.A. Haddad"
61533,"Lobel"
61534,"Michael Olmert"
61535,"Sherrie Johnson"
61536,"Charles Turner"
61537,"R. Dennis Baird"
61538,"J. Brian Pinkney"
61539,"Nicole Rubel"
61540,"Venetia Crawford"
61541,"Ryan Bigge"
61542,"Lynne Suesse"
61543,"Nikolai Gogol"
61544,"Soyung Pak"
61545,"Anne C. Weisberg"
61546,"Wesley Cartier"
61547,"Paul I. Wellman"
61548,"Scott Sorrentino"
61549,"Shirley  Lindenbaum"
61550,"Helen Sekaquaptewa"
61551,"Herman Zimmerman"
61552,"Jacquelyn Small"
61553,"Janet Morey"
61554,"Ona Gritz-Gilbert"
61555,"Jack L., Jr. August"
61556,"John Roth Ph.D."
61557,"David Roth"
61558,"Bruce Murphy"
61559,"Alan Austin"
61560,"Robert C. Euler"
61561,"Frances Woodworth Wright"
61562,"Brian Hatch"
61563,"Stephanie Ryder"
61564,"Trevern Dawes"
61565,"Helen V. Griffith"
61566,"Michael Seidman"
61567,"Harsha V. Dehejia"
61568,"Arvella Whitmore"
61569,"Elaine K. McEwan"
61570,"E. Garrison Walters"
61571,"Ian Winn"
61572,"James Fielden"
61573,"Daren King"
61574,"John Ellison Kahn"
61575,"Bez"
61576,"Charles Tyng"
61577,"Mike Myers"
61578,"John Cho"
61579,"William Littlefield"
61580,"Beverly Duncan"
61581,"Laurence Pringle"
61582,"Amarillo Slim Preston"
61583,"M.D. Spenser"
61584,"David  Olive"
61585,"Don Gillmor Pierre Turgeon"
61586,"H. David Blalock"
61587,"Lewis G. Regenstein"
61588,"Jill Neimark"
61589,"JAMES R. MILLS"
61590,"Matthew Heald Cooper"
61591,"Sue Craig"
61592,"Brad Solomon"
61593,"Rosabeth Moss Kanter"
61594,"Jim Menick"
61595,"Michel Robert"
61596,"Rolf  Jensen"
61597,"Byron Reeves"
61598,"Judith Jones"
61599,"Rosalind W. Picard"
61600,"A.M. Klein"
61601,"Eberhardt Rechtin"
61602,"Ronald P Uhlig"
61603,"Everett Bleiler"
61604,"Martin Graef"
61605,"SHELBY HEARON"
61606,"Alex Rose"
61607,"Erich Ballinger"
61608,"Jon Pickens"
61609,"William Powell"
61610,"Matt Zurbo"
61611,"J W Pickens"
61612,"Mary J. Finsand"
61613,"Valerie South"
61614,"Faye Martin"
61615,"Lisa Lovenheim"
61616,"Bill Whitcomb"
61617,"Mark Ventimiglia"
61618,"Alexander Coleman"
61619,"Dennis G. Zill"
61620,"Bettye Collier-Thomas"
61621,"Haracio Quiroga"
61622,"Brad Sears"
61623,"John Daintith"
61624,"Alan Richards"
61625,"Jean-Luc Masbou"
61626,"Jennifer Ember Pierce"
61627,"Frank J. Tipler"
61628,"Jesse Harris"
61629,"Mary Sharratt"
61630,"Bobbie Reed"
61631,"Douglas K. van Duyne"
61632,"Giselle Carmichael"
61633,"Leo Louis Martello"
61634,"Irini Spanidou"
61635,"Michael A. Bodie"
61636,"Howard Moorey"
61637,"Patricia Pendergraft"
61638,"NBC"
61639,"Vassili Axionov"
61640,"V. A. Richardson"
61641,"Shayne Bowman"
61642,"C. M. Braysher"
61643,"Robert Cassell"
61644,"Clayton M. Christensen"
61645,"Theodore H. Koff"
61646,"Oulipo"
61647,"Janet Buttolph Johnson"
61648,"STOKER BRAM"
61649,"Daniel Judah Elazar"
61650,"John D. Nagle"
61651,"Kai Hermann"
61652,"Anthony Duncan"
61653,"Kenneth D. Wald"
61654,"Roger Finke"
61655,"Annie Wilson"
61656,"Constance H. Buchanan"
61657,"Omraam Mikhael Aivanhov"
61658,"Barbara Rockefeller"
61659,"Robert G Calkins"
61660,"Madonna Sophia Compton"
61661,"Richard Elliott Friedman"
61662,"Lycette Darsonval"
61663,"Gary Braunbeck"
61664,"Cachet Products"
61665,"Ian V. Hogg"
61666,"Frison-Roche Roger"
61667,"Jack P. Lewis"
61668,"Roche Frison"
61669,"Julien Lafontant"
61670,"Andre�?¯ Makine"
61671,"Riordon"
61672,"Richard J.A. Talbert"
61673,"Samantha Hardie"
61674,"Alan Watt"
61675,"Jeffrie Jacobs"
61676,"Vianna Stibal"
61677,"Robert Cappel"
61678,"Mary-Margareht Rose"
61679,"H. Lewis"
61680,"Burton L Alperson"
61681,"Rich Work"
61682,"Patrick H. Corrigan"
61683,"Eric Braun"
61684,"Gregor Robinson"
61685,"Julian Whitaker"
61686,"Martin Ostwald"
61687,"Norman Karol, Gottwald"
61688,"Plutarchus"
61689,"Eugene M. Lerner"
61690,"Robert Chappell"
61691,"Bakari Kitwana"
61692,"Jon Redfern"
61693,"Beverly Gherman"
61694,"Donald Vickery"
61695,"Stephen Twigg"
61696,"Richard J. Teweles"
61697,"Charlene Brown"
61698,"Darwin Dennison"
61699,"Taitetsu Unno"
61700,"David J. Nowel"
61701,"Michael Rosenbaum"
61702,"J. Walker McSpadden"
61703,"Deborah Daw Heffernan"
61704,"Rebecca Sparrow"
61705,"Miriam Zolin"
61706,"Jacques-Yves Cousteau"
61707,"Thomas P Kelley"
61708,"Stephen E. Goldstone"
61709,"Brian McNaught"
61710,"Molly McGarry"
61711,"Helen Asher"
61712,"Jenny Bornholdt"
61713,"Robert Lodlum"
61714,"C. C Humphreys"
61715,"Reuven, Dr. Sivan"
61716,"Janice Bartlett"
61717,"Charles F. Hobson"
61718,"Todd Outcalt"
61719,"Lynn Lauber"
61720,"ANGELA ELWELL HUNT"
61721,"Andy Zubko"
61722,"MacMillan"
61723,"Nancy J., Ph.D. Keuthen"
61724,"Amanda Graham"
61725,"Karol Jackowski"
61726,"Michael Garrett"
61727,"Rick Blechta"
61728,"Alison Baird"
61729,"Patrick Kleinen"
61730,"MARK CRILLEY"
61731,"Henry B. Lin"
61732,"Kerry Milliron"
61733,"Karen Lapuma"
61734,"Tina Le Marque"
61735,"Brad Quentin"
61736,"Paul Barret"
61737,"Ellen Orleans"
61738,"Norman Weinstein"
61739,"KATHIE CARLSON"
61740,"Cousteau Society"
61741,"Patricia Casey"
61742,"Irving F. Ahlquist"
61743,"Jim Nisbet"
61744,"LUCILLE RECH PENNER"
61745,"Lisa Westberg Peters"
61746,"Matthew Kalmenoff"
61747,"Brian Pera"
61748,"J. Fitzgerald McCurdy"
61749,"Melissa D. France"
61750,"Marcia Hoehne"
61751,"S. Gross"
61752,"Daryl Bernstein"
61753,"Amy Katherine Kardel"
61754,"Christine Chaundler"
61755,"Carole Terwilliger Meyers"
61756,"J. Pfloog"
61757,"T. Bruce Fryer"
61758,"Louis A Leslie"
61759,"Marilyn Janovitz"
61760,"SEIGO NAKAO"
61761,"THEODORE LESIEG"
61762,"Dave Jarzyna"
61763,"Charles A. Hughes"
61764,"Trevor Romain"
61765,"Brent Hartinger"
61766,"Samuel E. Martin"
61767,"Dorian Cirrone"
61768,"Howard H. Keller"
61769,"Guy De Mallac"
61770,"Caroline Bingham"
61771,"Maureen Johnson"
61772,"Alfred Stern"
61773,"MIKE DASH"
61774,"Susan  Bernard"
61775,"Hoelsche"
61776,"George Way"
61777,"A. Nataf"
61778,"Meryl Robin Becker"
61779,"E. Joseph Cossman"
61780,"Carole Riddell"
61781,"Fernand Comte"
61782,"Arthur Edward Waite"
61783,"Kathline Touw"
61784,"J. Bowyer Bell"
61785,"E. Partridge"
61786,"Emily Worth Leider"
61787,"Bob Peck"
61788,"Edward E. Hale"
61789,"Richard F. Whalen"
61790,"Shaw"
61791,"Catherine Creedon"
61792,"Susan MacGregor"
61793,"David Hillel Gelernter"
61794,"Ranulfo"
61795,"Jim L. Lundy"
61796,"Stewart Graff"
61797,"Daniel Johnson Lisa McInnes-Smith and Winston March"
61798,"Sheila Rauch Kennedy"
61799,"Robert H. Boyer"
61800,"Barbara Workinger"
61801,"David Souden"
61802,"Howard Reich"
61803,"Elizabeth Brenner Denitto"
61804,"Sale D"
61805,"George Hardinge"
61806,"M. Bishop"
61807,"Harman J"
61808,"James N. Pruitt"
61809,"Steven Guarnaccia"
61810,"Diana Douglas Darrid"
61811,"David Linzee"
61812,"Charles Cronin"
61813,"MERYLE SECREST"
61814,"John Mayston Béchervaise"
61815,"Barbara U. Birdsey"
61816,"Harold Lewis"
61817,"Patricia O. Quinn"
61818,"Guy Rachet"
61819,"Dirk Benedict"
61820,"Julie Wray Herman"
61821,"Eva Krutein"
61822,"Lauro Trevisan"
61823,"John Hurst"
61824,"Bj-Orn Kjellstr-Om"
61825,"Larry Strauss"
61826,"Yushin Yoo"
61827,"Steve Collins"
61828,"Better Homes and Gardens Test Kitchen"
61829,"Clarence W. Coles"
61830,"Joseph M. Kadans"
61831,"Edmond Hoyle"
61832,"Jayne Benkendorf"
61833,"Henry Thomas"
61834,"Felix Von Moschzisker"
61835,"John Zapor"
61836,"James Watson"
61837,"Raymonde Carroll"
61838,"Ingrid Bauer"
61839,"David J. Weiner"
61840,"Joan, Ph.D. Liebmann-Smith"
61841,"Richard Wollheim"
61842,"Valerie Paradiz"
61843,"G. Robert Blakey"
61844,"Eugene Fodor"
61845,"Cesare Salmaggi"
61846,"Henri Brunel"
61847,"Neil Paton"
61848,"Montserrat Fontes"
61849,"Robert Lipscomb Duncan"
61850,"Edmund Capon"
61851,"Shainee Gabel"
61852,"Elizabeth Stone O'Neill"
61853,"Faith Whiten"
61854,"Delia Pemberton"
61855,"Anatole France"
61856,"William Warren"
61857,"Cheryl Porter"
61858,"Allan Moult"
61859,"David Lance Goines"
61860,"Lane Smith"
61861,"Verner Winslow Crane"
61862,"Kathleen and Sibley, Norman Seros"
61863,"Walter, Ed. Sutton"
61864,"Cary Nelson"
61865,"Stephen Wyatt"
61866,"Geoffrey Whitehead"
61867,"Victor Dove"
61868,"Gillian Grigg"
61869,"Jack Lo"
61870,"David Hitchcock"
61871,"Liz Barr"
61872,"David Pressman"
61873,"Sam Nicholson"
61874,"Joseph R. Rosenberger"
61875,"Britton Bloom"
61876,"Herman Knief"
61877,"Eric Foster-Johnson"
61878,"Patricia Deuster"
61879,"David Miles Huber"
61880,"Marvin Siegel"
61881,"Kelly Monaghan"
61882,"Reuters Limited"
61883,"Harris Steve"
61884,"C.J. Songer"
61885,"Rukshana Smith"
61886,"Peter Loshin"
61887,"Robert Payton Moore"
61888,"Hyllus Maris"
61889,"Bill McCarty"
61890,"Linda Lamb"
61891,"Joan Weigall Lindsay"
61892,"Charles E. Spurgeon"
61893,"Randy Jay Yarger"
61894,"Ray Hammond"
61895,"Anthony Arnove"
61896,"Fred Urquhart"
61897,"J. Angermeyer"
61898,"English Tourist Board"
61899,"Ian Hill"
61900,"Edmund Wilson"
61901,"William Parker Evans"
61902,"Andrew Leslie"
61903,"Litz"
61904,"John Mitchel"
61905,"Georgia Savage"
61906,"Jane Reid"
61907,"Gunter Ziesler"
61908,"G. Hauptmann"
61909,"Jee Yuan Lim"
61910,"Nichelle D. Tramble"
61911,"James Calvin Schaap"
61912,"Kathleen Fry"
61913,"Paul Ledd"
61914,"Gennifer Choldenko"
61915,"James Wyckoff"
61916,"Edward M. Hays"
61917,"Per Thygesen Poulsen"
61918,"Kathy Barclay"
61919,"Paul Creswick"
61920,"Noema Jean Ayers"
61921,"L. D. Pierce"
61922,"Cedric Ramadier"
61923,"Matt Mattingly"
61924,"Sherod Miller"
61925,"Eileen Dunlop"
61926,"Vratislav Stovicek"
61927,"Derek Hall"
61928,"Pat Pollari"
61929,"Michael Random"
61930,"Alan B. Bernstein"
61931,"Donald C Bakely"
61932,"Frederic Zeller"
61933,"Marianne Fischer"
61934,"Christina Hopkinson"
61935,"Ellen Northcutt"
61936,"Joseph B McCormick"
61937,"Laurie Jones"
61938,"Lura Beam"
61939,"George Tice"
61940,"Larry Wade"
61941,"Edouard A. Stackpole"
61942,"Marissa & Hartley, Marilee Piesman"
61943,"Wylly F. Stjohn"
61944,"John Muirhead"
61945,"David  Burke"
61946,"Alistair G. Lowe-Norris"
61947,"Morrison & Lang"
61948,"Kim Hill"
61949,"C. David Harley"
61950,"Tim Hindle"
61951,"Kenneth R. van Wyk"
61952,"Bill Rosenblatt"
61953,"James D. Murray"
61954,"J. Hoberman"
61955,"Edward T. L. Hardie"
61956,"R. S. Gwynn"
61957,"Alan Schwartz"
61958,"Jeffrey Ashford"
61959,"Les Whitten"
61960,"Sanford Levinson"
61961,"LOUP DURAND"
61962,"Electronic Frontier Foundation"
61963,"John M Feehan"
61964,"Chris Prosise"
61965,"Vadim Medish"
61966,"Margaret Mead"
61967,"Aeleen Frisch"
61968,"Ben R. Hager"
61969,"John Strang"
61970,"Nick Gaitano"
61971,"THOMAS MALLON"
61972,"Joe Celko"
61973,"Dave Kuehls"
61974,"Tim Parker"
61975,"Frances McLaughlin Gill"
61976,"Ben Sherman"
61977,"Anna Nicholas"
61978,"Linda Grant De Pauw"
61979,"Stuart Bowden"
61980,"Elizabeth Mccracken"
61981,"Joyce Spizer"
61982,"Rex Dancer"
61983,"Lloyd, Jr. Biggle"
61984,"Ian Mudie"
61985,"Frank MacShane"
61986,"Bella Stumbo"
61987,"Rankin"
61988,"Jack Mumey"
61989,"John Hands"
61990,"Laura Frankos"
61991,"Bob Paris"
61992,"Toby Rice Drews"
61993,"Benjamin C. Bradlee"
61994,"Marie Redonnet"
61995,"John Yeoman"
61996,"Darryl Pinckney"
61997,"Bernard J. O'Keefe"
61998,"Fred Alsop"
61999,"Chris Priestley"
62000,"W. S. Penn"
62001,"MIKE MAGNUSON"
62002,"Allen Wier"
62003,"FANNIE MERRITT FARMER"
62004,"Herbert E. Bolton"
62005,"Norene Pavlik"
62006,"Mary Watkins"
62007,"Alice McLerran"
62008,"R. M. Patterson"
62009,"Daniel Stern"
62010,"Michele Petit-Jean"
62011,"Sara Hale"
62012,"Deborah L. Downer"
62013,"Leroy W Newby"
62014,"Marguerite Ryan"
62015,"Arnold Sundgaard"
62016,"Harry Middleton"
62017,"Angie Nichols"
62018,"MARTIN CLARK"
62019,"Malcolm Muggeridge"
62020,"Harry Klemens Ulrich, Graf Von Kessler"
62021,"Nicholas Stephens"
62022,"Matthias Schmidt"
62023,"Frances H. Kennedy"
62024,"Meena Alexander"
62025,"Ruth M. Rasey Simpson"
62026,"Doug Newsom"
62027,"Maureen Mccoy"
62028,"Charles Merrill"
62029,"Bonnie Clement"
62030,"Jean Fredette"
62031,"Harry Helms"
62032,"John Lawson"
62033,"I. B. Melchior"
62034,"Veronica Ross"
62035,"Steven H. Gifis"
62036,"Clara, Rust"
62037,"Jessie Redmon Fauset"
62038,"Anna Livia"
62039,"Anthony John"
62040,"Magdelena Zschokke"
62041,"Megan Halsey"
62042,"Frye Gaillard"
62043,"J.D. Douglas"
62044,"M. S. Karl"
62045,"Paddy Chayefsky"
62046,"Phyllis Vine"
62047,"B. J. Morison"
62048,"Carolyn Ainscough"
62049,"David F. Vennells"
62050,"Herbert L Gravitz"
62051,"Publishing Inc Rpi"
62052,"Johnson                      Ww"
62053,"John B Spencer"
62054,"Ross Robert, Olney"
62055,"Christopher Meredith"
62056,"Babs H. Deal"
62057,"Pablo Medina"
62058,"Robert Ackerman"
62059,"Fon Wyman Boardman"
62060,"Gregory L. Jantz"
62061,"Janet Jensen"
62062,"William Ouchi"
62063,"Val Schaffner"
62064,"Sarah E. Heller"
62065,"Walter Wangerin Jr."
62066,"Cristina Peri Rossi"
62067,"Red Pine"
62068,"Madison Jones"
62069,"Jo Franklin"
62070,"Linda Melvern"
62071,"Edwyn Gray"
62072,"Anne Melville"
62073,"Stephen D. Gruban-Black"
62074,"Noel Riley Fitch"
62075,"WAYNE KRITSBERG"
62076,"Bill Joyce"
62077,"Bernice Kohn"
62078,"Kimberly Walsh"
62079,"Robert A. Carp"
62080,"William Fairchild"
62081,"Margaret Milnes"
62082,"Jerome Skolnick"
62083,"Perry Francis Lafferty"
62084,"Niven Busch"
62085,"Derek Owens"
