"UID","AID","Score"
3988,3128,4.0
3988,3139,4.078947368421051
3988,3519,3.625
3988,3714,4.833333333333333
3988,3953,3.0
3988,4734,5.0
3988,5185,4.0
3988,5244,4.0
3988,5741,4.0
3988,6277,4.0
3988,6525,3.6666666666666665
3988,6725,4.0
3988,7015,4.333333333333333
3988,7040,4.5
3988,7093,3.0
3988,7230,4.5
3988,7652,4.0
3988,8142,4.25
3988,8997,4.0
3988,9010,5.0
3988,10361,3.1818181818181817
3988,11034,3.5
3988,11176,4.0
3988,11197,4.5
3988,11438,4.0
3988,11808,4.0
3988,11826,3.5
3988,12264,4.0
3988,12315,4.0
3988,12727,4.0
3988,13494,3.5
3988,14111,3.0
3988,14271,3.0
3988,16152,4.5
3988,16156,3.0
3988,16511,4.5
3988,16697,3.6666666666666665
3988,17463,4.0
3988,17487,4.0
3988,17795,3.5
3988,18344,3.0
3988,20589,4.0
3988,21311,4.0
3988,21926,3.5
3988,21965,3.5
3988,22110,4.5
3988,24197,4.0
3988,25466,3.5
3988,25543,4.5
3988,27457,4.0
3988,28362,3.5
3988,29662,3.5
3988,32332,3.0
3988,33629,5.0
3988,34670,3.0
3988,37847,3.5
3988,39494,3.5
3988,41437,2.5
3988,41786,3.5
3988,44687,3.5
3988,44783,3.0
3988,45602,3.5
3988,47022,3.5
3988,54246,3.5
3988,54571,4.5
3988,56687,3.0
3988,61193,3.5
3988,68159,3.5
3988,69935,3.0
3988,70319,2.5
3988,72514,3.5
3988,72559,3.5
3988,72561,3.5
3988,72565,3.0
3988,72572,3.0
3988,72583,3.5
3988,72584,4.0
3988,72613,5.0
3988,72622,5.0
3988,72624,3.5
3988,72627,3.0
3988,72633,2.5
3988,72641,3.75
3988,72642,3.5
3988,72643,3.5
3988,72644,3.5
3988,72648,3.0
3988,72649,4.5
3988,72655,2.5
3988,72658,4.0
3989,192,5.0
3989,639,5.0
3989,2412,5.0
3989,3171,5.0
3989,4785,3.5
3989,7275,5.0
3989,8023,5.0
3989,10431,5.0
3989,28995,5.0
3989,42219,5.0
3989,52402,5.0
3989,68177,5.0
3989,72691,5.0
3989,72692,5.0
3989,72696,5.0
3990,545,3.0
3990,855,3.0
3990,1012,3.5
3990,1487,2.0
3990,3015,3.0
3990,4062,3.5
3990,6134,3.0
3990,23932,3.5
3990,36719,2.5
3990,40686,2.5
3990,42718,3.5
3990,59062,2.0
3990,63348,2.5
3990,72725,4.0
3990,72731,3.5
3990,72733,3.0
3991,89,4.0
3991,111,4.0
3991,126,3.5
3991,196,4.5
3991,289,3.0
3991,298,4.0
3991,472,3.5
3991,810,3.5
3991,917,2.5
3991,1081,3.5
3991,1244,2.5
3991,2244,4.5
3991,3504,4.0
3991,6444,5.0
3991,6859,4.0
3991,7740,4.0
3991,14207,4.5
3991,15147,3.0
3991,26302,4.0
3991,26748,3.5
3991,28178,5.0
3991,31685,4.0
3991,72755,3.0
3991,72780,2.5
3992,108,3.25
3992,113,4.5
3992,119,3.25
3992,457,3.5
3992,551,3.5
3992,570,4.0
3992,855,4.0
3992,1623,3.0
3992,2082,3.5
3992,2770,3.5
3992,7130,3.5
3993,325,3.5
3993,1537,2.5
3993,1871,5.0
3993,2698,2.5
3993,2860,2.5
3993,3267,2.5
3993,3615,2.5
3993,4419,2.5
3993,5084,2.5
3993,5168,2.5
3993,5326,4.0
3993,6282,2.5
3993,6444,2.5
3993,6846,2.5
3993,7729,2.5
3993,9678,2.5
3993,9727,2.5
3993,10647,2.5
3993,11496,2.5
3993,11700,2.5
3993,11953,2.5
3993,12552,2.5
3993,15114,2.5
3993,15465,2.0
3993,16006,2.5
3993,16012,2.5
3993,16994,4.5
3993,19250,5.0
3993,21043,2.0
3993,22325,4.5
3993,28847,2.5
3993,56835,2.5
3994,508,3.5
3994,567,1.0
3994,628,4.25
3994,748,4.5
3994,872,5.0
3994,1864,5.0
3994,1918,4.5
3994,2258,2.5
3994,2632,5.0
3994,2720,4.5
3994,2765,3.5
3994,3051,1.5
3994,4817,2.5
3994,5236,4.5
3994,10040,4.5
3994,18270,3.0
3994,27375,3.5
3994,43962,2.0
3994,47574,5.0
3995,44,2.1666666666666665
3995,101,3.0
3995,157,5.0
3995,395,3.5
3995,530,4.5
3995,535,2.0
3995,570,5.0
3995,620,3.5
3995,782,4.0
3995,1101,3.0
3995,1105,4.0
3995,1106,4.5
3995,1512,3.0
3995,1824,4.0
3995,3866,5.0
3995,3949,2.5
3995,4775,3.5
3995,4779,4.0
3995,4781,3.0
3995,4782,3.0
3995,7109,5.0
3995,7901,4.0
3995,9376,3.5
3995,10070,4.0
3995,18994,5.0
3995,24045,5.0
3995,24954,5.0
3995,28130,5.0
3995,28741,3.0
3995,37987,4.0
3995,50944,4.5
3995,75369,4.0
3995,95999,5.0
3995,96000,5.0
3995,96001,3.5
3996,39,4.5
3996,250,2.5
3996,333,4.0
3996,703,0.5
3996,1419,3.5
3996,1512,2.5
3996,2680,2.5
3996,4852,2.5
3996,7641,2.5
3996,10171,2.5
3996,10384,3.0
3996,13541,2.0
3996,30685,2.5
3996,51201,2.5
3996,58657,3.5
3996,72872,3.0
3997,14,2.5
3997,18,4.0
3997,19,4.0
3997,119,2.5
3997,129,4.0
3997,157,3.5
3997,207,5.0
3997,301,3.5
3997,333,4.5
3997,463,4.5
3997,758,4.5
3997,836,5.0
3997,842,4.5
3997,928,5.0
3997,1044,4.5
3997,1129,4.0
3997,1336,5.0
3997,3336,4.0
3997,4270,3.5
3997,5723,4.0
3997,6843,4.5
3997,19573,4.0
3997,28727,2.5
3998,18,3.5
3998,87,2.5
3998,111,4.5
3998,126,3.0
3998,131,4.0
3998,155,5.0
3998,189,4.25
3998,192,4.0
3998,196,4.5
3998,225,4.0
3998,288,3.0
3998,293,4.0
3998,390,4.0
3998,472,3.5
3998,475,1.5
3998,485,4.333333333333333
3998,510,2.5
3998,639,4.0
3998,710,5.0
3998,778,4.5
3998,810,4.0
3998,874,2.5
3998,975,3.5
3998,1007,3.5
3998,1141,3.5
3998,1231,3.5
3998,1388,2.5
3998,1461,4.5
3998,1529,5.0
3998,2230,3.5
3998,2314,3.5
3998,2985,4.0
3998,3836,4.5
3998,4823,5.0
3998,5081,1.5
3998,5236,5.0
3998,5298,3.0
3998,5329,4.5
3998,7325,5.0
3998,8460,5.0
3998,17439,3.5
3998,83356,3.0
3999,52,4.5
3999,109,3.75
3999,111,4.0
3999,122,4.0
3999,602,4.0
3999,2106,3.5
3999,3772,4.0
3999,4959,3.5
3999,13426,4.0
3999,37560,4.0
4000,79,4.0
4000,561,3.75
4000,3016,4.0
4000,4822,4.0
4000,4944,4.5
4000,5290,3.0
4000,5466,2.5
4000,6255,4.0
4000,7084,4.0
4000,8498,3.5
4000,10378,3.5
4000,11396,4.5
4000,11670,3.5
4000,12412,5.0
4000,13594,4.0
4000,17854,5.0
4000,18603,0.5
4000,23051,2.0
4000,25815,3.5
4000,42863,3.5
4000,42869,3.0
4000,59840,4.5
4000,64955,3.5
4000,67549,5.0
4000,96014,4.0
4000,96015,3.0
4000,96016,1.5
4000,96017,1.5
4000,96018,2.5
4000,96019,4.0
4000,96020,3.0
4000,96022,0.5
4001,228,4.0
4001,439,4.0
4001,989,3.0
4001,1114,3.5
4001,1297,4.5
4001,1960,3.0
4001,3288,4.0
4001,32886,4.5
4001,72903,4.5
4002,45,3.5
4002,119,3.8333333333333335
4002,183,4.0
4002,187,3.1666666666666665
4002,1449,4.0
4002,6809,4.0
4003,2008,4.0
4003,4498,4.5
4003,4571,4.5
4003,4698,3.5
4003,4715,4.0
4003,5996,5.0
4003,9423,4.0
4003,10517,5.0
4003,12648,4.0
4003,25543,5.0
4003,68461,4.0
4003,96024,4.0
4003,96025,3.5
4004,174,1.0
4004,239,4.0
4004,987,4.0
4004,7690,2.0
4004,8150,4.5
4004,8433,3.0
4004,12506,1.5
4004,19732,4.0
4004,20948,1.5
4004,70557,4.5
4004,72909,4.0
4005,108,4.083333333333333
4005,439,2.0
4005,500,4.5
4005,535,4.583333333333333
4006,758,3.0
4006,1421,5.0
4006,1466,4.5
4006,1529,5.0
4006,2741,5.0
4006,7466,2.5
4006,8529,3.5
4006,15331,3.5
4006,24170,4.0
4006,35363,5.0
4006,35406,1.0
4006,35733,3.0
4006,41974,5.0
4006,42338,2.5
4006,54169,2.5
4006,55473,5.0
4006,61511,5.0
4006,61512,5.0
4006,61518,5.0
4006,61524,5.0
4006,61527,5.0
4007,162,3.375
4007,694,3.5
4007,877,3.0
4007,1607,3.333333333333333
4008,27,3.5
4008,108,3.5
4008,207,3.5
4008,520,3.5
4008,852,4.5
4008,1090,3.0
4008,1313,4.0
4008,1816,4.5
4008,2111,2.5
4008,3164,4.0
4008,3357,4.5
4008,3649,4.0
4008,5424,3.0
4008,8946,4.5
4008,10118,4.5
4008,10189,3.0
4008,46942,3.5
4008,52717,3.5
4009,249,4.25
4009,520,3.0
4009,810,4.25
4009,1056,5.0
4009,1529,3.75
4009,2160,2.5
4009,4959,3.0
4009,10704,3.5
4009,31230,4.5
4009,96054,3.5
4009,96056,3.5
4009,96058,5.0
4010,27,2.0
4010,1061,3.5
4010,6428,4.0
4010,10189,2.5
4010,11029,2.5
4010,13675,2.5
4010,22647,2.5
4010,31115,2.5
4010,33049,2.5
4010,35391,2.5
4010,96061,3.5
4010,96062,5.0
4010,96063,3.5
4011,49,2.0
4011,127,3.0
4011,192,4.25
4011,463,3.0
4011,1239,4.0
4011,1894,4.0
4011,2278,4.5
4011,2895,3.0
4011,5301,3.0
4011,11549,2.5
4011,14747,4.5
4011,37028,1.0
4011,41341,4.0
4012,43,1.5
4012,386,2.5
4012,2828,4.0
4012,4847,4.0
4012,4959,4.5
4012,14086,3.5
4012,14834,1.5
4012,61555,4.0
4012,61558,3.0
4012,61560,5.0
4013,27,3.0
4013,108,2.6666666666666665
4013,524,3.0
4013,1443,4.0
4013,1832,4.0
4013,2161,3.0
4013,3764,2.0
4014,7,3.5
4014,752,4.0
4014,998,4.0
4014,1318,3.5
4014,3045,4.0
4014,4539,4.0
4014,5008,3.0
4014,5347,4.5
4014,32615,1.5
4014,47459,4.0
4015,103,4.0
4015,122,3.5
4015,1256,4.5
4015,1703,1.5
4015,2117,4.0
4015,3734,4.0
4015,3811,3.5
4015,5747,4.0
4015,11220,4.5
4016,233,4.0
4016,617,3.5
4016,930,4.0
4016,1008,4.0
4016,1184,3.5
4016,1357,4.0
4016,1529,4.625
4016,2526,3.5
4016,13706,4.5
4016,16874,4.5
4017,111,4.0
4017,113,2.5
4017,131,5.0
4017,146,5.0
4017,171,5.0
4017,183,2.0
4017,188,5.0
4017,208,4.0
4017,210,2.5
4017,457,3.75
4017,460,3.0
4017,604,4.0
4017,617,5.0
4017,752,2.5
4017,782,1.5
4017,805,2.0
4017,880,2.5
4017,924,2.0
4017,1026,2.0
4017,1034,3.5
4017,1162,2.5
4017,1228,2.5
4017,1255,1.5
4017,1295,5.0
4017,1392,1.5
4017,1437,5.0
4017,1466,5.0
4017,1512,4.5
4017,1561,2.5
4017,1678,5.0
4017,1752,3.5
4017,2206,3.0
4017,2779,2.0
4017,2906,4.0
4017,3234,2.5
4017,3336,3.5
4017,4939,2.5
4017,4967,4.0
4017,4982,2.5
4017,5165,4.5
4017,6157,4.0
4017,6889,2.5
4017,6990,2.5
4017,7010,4.0
4017,7682,4.0
4017,8508,3.5
4017,9016,5.0
4017,9240,5.0
4017,9306,5.0
4017,9348,3.5
4017,9861,2.5
4017,10597,5.0
4017,10944,2.5
4017,11609,3.0
4017,11788,5.0
4017,12743,1.5
4017,13254,1.5
4017,14627,1.5
4017,15349,3.5
4017,16462,2.5
4017,17224,4.0
4017,18980,5.0
4017,20931,3.0
4017,25307,4.0
4017,25358,1.5
4017,27383,5.0
4017,31464,1.5
4017,45967,1.5
4017,71802,5.0
4017,96084,5.0
4017,96085,4.0
4017,96086,5.0
4017,96090,2.5
4017,96091,5.0
4018,525,3.0
4018,1194,5.0
4018,1557,3.0
4018,2430,3.0
4018,3531,5.0
4018,4324,5.0
4018,4339,3.0
4018,4712,4.0
4018,4898,4.5
4018,5741,5.0
4018,9448,5.0
4018,15184,2.5
4018,15720,3.5
4018,18289,5.0
4018,27493,3.0
4018,39301,3.0
4018,51415,3.5
4018,56211,3.0
4018,63918,5.0
4018,92632,4.0
4018,92633,3.0
4018,94762,3.0
4019,19,3.5
4019,37,2.5
4019,63,2.5
4019,66,2.5
4019,88,2.5
4019,141,2.5
4019,232,2.5
4019,236,2.5
4019,268,2.5
4019,325,2.5
4019,618,2.5
4019,671,2.5
4019,840,5.0
4019,934,4.5
4019,1028,3.5
4019,1060,3.5
4019,1208,4.0
4019,1234,3.75
4019,1245,4.083333333333333
4019,1529,4.875
4019,1586,3.0
4019,1992,3.5
4019,2117,3.5
4019,2155,3.5
4019,2511,5.0
4019,2800,2.5
4019,3156,2.5
4019,3792,4.5
4019,3810,3.5
4019,4153,4.0
4019,4568,2.5
4019,4666,2.5
4019,4872,3.5
4019,7007,5.0
4019,7556,4.0
4019,7560,2.5
4019,8328,3.5
4019,9109,2.5
4019,9353,2.5
4019,10712,3.5
4019,10829,4.5
4019,13099,2.5
4019,19063,2.5
4019,21587,2.5
4019,25181,2.5
4019,26448,2.5
4019,26500,2.5
4019,28262,2.5
4019,28531,3.6666666666666665
4019,31219,3.0
4019,35681,2.5
4019,37747,4.0
4019,45152,2.5
4019,55265,4.0
4019,57145,2.5
4019,61645,5.0
4019,61647,4.5
4019,61649,3.5
4019,61650,3.5
4019,61653,4.0
4019,61654,4.5
4019,61656,4.0
4019,61658,3.5
4019,61661,3.5
4019,61672,2.5
4019,61686,2.5
4019,61688,2.5
4019,61691,2.5
4019,61699,2.5
4020,52,4.0
4020,90,3.5
4020,192,4.0
4020,423,4.5
4020,482,4.5
4020,483,3.5
4020,607,4.0
4020,836,4.0
4020,1129,3.25
4020,1336,4.0
4020,1340,2.5
4020,1486,4.5
4020,1587,4.0
4020,2122,4.0
4020,2365,2.5
4020,2405,4.0
4020,2843,5.0
4020,3728,4.0
4020,4245,5.0
4020,4317,3.0
4020,4321,2.5
4020,4593,4.5
4020,5196,4.0
4020,6039,4.5
4020,6525,3.5
4020,7052,2.5
4020,8593,3.5
4020,9354,4.0
4020,10092,2.5
4020,10129,4.0
4020,10267,3.5
4020,10313,2.0
4020,10486,2.5
4020,15408,2.5
4020,15685,4.5
4020,16156,4.0
4020,34295,4.5
4020,36364,4.0
4020,61139,5.0
4020,69966,2.5
4020,96097,4.0
4020,96098,4.0
4020,96099,2.5
4021,18,3.6666666666666665
4021,38,4.5
4021,47,2.5
4021,52,3.0
4021,79,4.0
4021,109,2.5
4021,206,4.0
4021,290,4.5
4021,460,3.5
4021,482,2.5
4021,576,4.0
4021,798,1.5
4021,989,4.0
4021,1147,3.0
4021,1221,3.5
4021,1249,4.0
4021,1500,2.0
4021,1844,4.0
4021,1952,4.5
4021,2049,2.5
4021,2767,2.5
4021,3165,3.0
4021,3336,4.5
4021,3405,4.5
4021,3778,3.0
4021,3919,4.5
4021,5863,2.5
4021,7747,2.5
4021,9855,4.0
4021,37949,2.0
4021,64700,1.5
4021,96104,2.0
4022,153,5.0
4022,284,4.5
4022,894,4.0
4022,987,4.0
4022,1058,4.0
4022,2107,4.0
4022,7602,3.0
4022,16045,4.0
4023,7,4.5
4023,28,4.25
4023,52,4.0
4023,517,4.5
4023,800,5.0
4023,818,4.5
4023,845,4.5
4023,855,4.5
4023,982,3.5
4023,1182,4.0
4023,1714,4.5
4023,1853,4.25
4023,1923,4.5
4023,1937,2.5
4023,2095,4.5
4023,2117,3.5
4023,2557,4.5
4023,2562,3.5
4023,3062,5.0
4023,3603,3.5
4023,3822,3.5
4023,3897,4.5
4023,3972,4.0
4023,4013,4.0
4023,4026,4.5
4023,4243,4.0
4023,4333,2.5
4023,4872,4.0
4023,5341,4.0
4023,6016,3.5
4023,6070,2.5
4023,6169,5.0
4023,7315,2.5
4023,7901,3.5
4023,8779,3.0
4023,9354,4.0
4023,11532,5.0
4023,11958,2.5
4023,12667,2.5
4023,16348,4.5
4023,17018,4.5
4023,18491,3.5
4023,22737,4.0
4023,28074,2.0
4023,30633,5.0
4023,33027,4.0
4023,39143,5.0
4023,40788,4.0
4023,42942,5.0
4023,49831,4.0
4023,59300,3.5
4023,61833,5.0
4023,61839,4.0
4023,61841,2.5
4023,61844,2.5
4023,61865,4.0
4023,61873,2.5
4023,61874,2.5
4023,61875,3.5
4023,61899,5.0
4023,61902,5.0
4023,61912,4.0
4024,47,3.5
4024,111,4.0
4024,230,3.5
4024,372,4.5
4024,426,3.5
4024,671,4.0
4024,707,4.25
4024,1275,4.0
4024,1300,5.0
4024,1824,4.0
4024,8806,3.5
4024,11019,2.0
4024,11829,4.0
4024,19350,4.0
4024,25604,3.5
4024,82423,3.0
4024,96112,4.0
4025,28,2.5
4025,153,4.0
4025,162,3.0
4025,488,4.0
4025,543,2.5
4025,566,4.5
4025,656,4.5
4025,737,3.625
4025,1300,4.0
4025,2084,4.0
4025,2109,3.0
4025,2153,1.5
4025,52167,3.0
4026,18,4.0
4026,35,3.5
4026,80,4.5
4026,108,4.5
4026,122,4.0
4026,137,4.0
4026,157,4.5
4026,191,3.5
4026,615,3.5
4026,1011,4.5
4026,1894,3.0
4026,2095,3.5
4026,2129,5.0
4026,2189,3.5
4026,2534,3.5
4026,2714,3.5
4026,2770,3.5
4026,2984,4.0
4026,3506,4.5
4026,4022,4.0
4026,4519,4.25
4026,6405,4.0
4026,7433,4.0
4026,9385,4.0
4026,15523,3.5
4026,19712,4.0
4026,26737,3.5
4026,73179,4.5
4027,49,3.5
4027,110,2.5
4027,122,2.5
4027,335,1.5
4027,392,4.0
4027,455,3.0
4027,471,4.0
4027,655,4.5
4027,749,3.5
4027,924,3.5
4027,1116,4.0
4027,1126,4.0
4027,1250,3.0
4027,1393,3.0
4027,1512,3.0
4027,2285,2.5
4027,2848,4.5
4027,2919,3.0
4027,5682,3.5
4027,5807,1.5
4027,10188,3.5
4027,11041,3.5
4027,13159,3.0
4027,14018,3.5
4027,16265,3.5
4027,16347,3.5
4027,16416,3.5
4027,19399,2.5
4027,20694,3.5
4027,28106,2.0
4027,30344,3.5
4028,18,2.5
4028,101,4.5
4028,176,4.0
4028,280,5.0
4028,594,3.0
4028,691,4.0
4028,805,4.5
4028,928,4.5
4028,2199,4.0
4028,2710,3.0
4028,4353,4.5
4028,7905,5.0
4028,17254,4.5
4028,24008,4.5
4028,45420,4.5
4028,50090,4.0
4028,96120,4.5
4028,96121,4.0
4028,96122,4.5
4028,96123,3.5
4029,27,3.75
4029,96,4.5
4029,99,4.5
4029,233,3.5
4029,280,4.0
4029,1816,3.5
4029,1819,4.0
4029,4336,3.0
4029,5804,3.5
4029,9390,3.0
4029,23782,3.75
4030,1475,1.5
4030,1586,5.0
4030,3202,1.0
4030,21405,4.5
4030,73235,4.5
4031,18,3.0
4031,96,3.5
4031,221,4.0
4031,333,3.5
4031,335,4.0
4031,396,4.0
4031,483,3.5
4031,855,4.0
4031,1032,4.5
4031,1306,4.0
4031,1623,4.0
4031,2677,3.0
4031,3094,4.5
4031,4125,4.0
4031,4869,4.0
4031,5983,4.625
4031,6267,3.5
4031,6405,4.0
4031,6825,3.0
4031,6931,3.0
4031,11975,4.5
4031,16920,4.0
4031,16955,2.5
4031,20196,4.0
4031,31060,4.5
4031,37023,1.5
4031,42456,3.5
4031,48972,4.0
4031,49435,4.0
4031,53965,3.5
4031,56532,3.5
4031,59363,1.0
4031,73037,3.5
4031,73064,3.5
4031,73065,3.5
4032,68,3.5
4032,119,2.5
4032,153,4.5
4032,173,2.5
4032,182,4.0
4032,289,4.5
4032,317,5.0
4032,520,2.0
4032,633,3.5
4032,637,4.0
4032,1034,4.5
4032,1067,5.0
4032,4691,5.0
4033,196,3.5
4033,207,2.5
4033,212,3.5
4033,1403,3.5
4033,1843,4.5
4033,2604,3.0
4033,2760,3.5
4033,3336,3.5
4033,6242,3.0
4033,7747,4.5
4033,18484,4.0
4033,26178,2.5
4033,37890,1.5
4034,39,4.5
4034,111,3.0
4034,113,4.0
4034,807,5.0
4034,1010,3.75
4034,1742,2.5
4034,2714,4.0
4034,5056,4.0
4034,6425,4.5
4034,6637,4.0
4034,10384,3.0
4035,74,1.5
4035,173,4.0
4035,206,3.5
4035,333,3.5
4035,372,2.0
4035,457,3.5
4035,569,2.0
4035,743,3.5
4035,877,4.0
4035,1386,1.0
4035,1864,1.0
4035,5640,4.0
4035,6444,3.5
4035,6573,4.0
4035,8988,3.5
4035,9180,3.0
4035,10284,2.5
4035,10430,3.0
4035,24843,3.0
4035,34976,4.0
4036,39,5.0
4036,111,4.0
4036,119,5.0
4036,192,4.0
4036,233,3.5
4036,289,5.0
4036,874,4.0
4036,1126,4.0
4036,1467,1.0
4036,3346,5.0
4036,6840,4.0
4036,6859,5.0
4036,12158,5.0
4037,159,2.25
4037,298,4.0
4037,453,4.0
4037,574,3.0
4037,1129,3.5
4037,2161,2.0
4037,2905,2.5
4037,5029,4.5
4037,5456,2.0
4038,18,4.5
4038,28,3.5
4038,39,5.0
4038,44,2.5
4038,51,3.5
4038,66,2.5
4038,73,3.5
4038,88,5.0
4038,89,5.0
4038,111,5.0
4038,119,3.6666666666666665
4038,126,3.5
4038,163,3.5
4038,165,3.5
4038,206,3.5
4038,232,3.75
4038,289,3.75
4038,328,4.0
4038,335,4.5
4038,486,4.5
4038,491,4.0
4038,492,4.0
4038,618,5.0
4038,639,3.5
4038,704,4.333333333333333
4038,1059,2.5
4038,1190,4.0
4038,1221,4.5
4038,1273,3.0
4038,1295,4.0
4038,1304,5.0
4038,1437,2.5
4038,1441,4.0
4038,1457,3.0
4038,1529,5.0
4038,1775,4.0
4038,1890,2.5
4038,2232,3.0
4038,2263,2.0
4038,2265,2.5
4038,2332,4.0
4038,2475,3.5
4038,2488,5.0
4038,2702,3.5
4038,3233,5.0
4038,3357,5.0
4038,3602,5.0
4038,4540,5.0
4038,4608,3.5
4038,4724,4.5
4038,5681,4.5
4038,6463,4.5
4038,6563,2.5
4038,7288,5.0
4038,7560,3.0
4038,8326,1.5
4038,8334,4.5
4038,8428,4.0
4038,9023,4.5
4038,9448,4.0
4038,9891,3.5
4038,10040,3.0
4038,12032,3.5
4038,12449,4.0
4038,14613,3.5
4038,15680,3.5
4038,16162,2.5
4038,16463,4.0
4038,16511,3.5
4038,18860,2.5
4038,19678,4.0
4038,21949,2.0
4038,22908,5.0
4038,24042,5.0
4038,25308,4.0
4038,26373,4.5
4038,29695,0.5
4038,30412,3.0
4038,39373,4.0
4038,45360,4.5
4038,47643,3.0
4038,48024,4.0
4038,57717,3.5
4038,62536,2.5
4038,63235,4.0
4038,63490,3.0
4038,66292,3.0
4038,70415,2.5
4038,73857,5.0
4038,73862,2.5
4038,73863,4.0
4038,73870,2.5
4038,73872,2.5
4038,73876,4.5
4038,73881,3.0
4038,73883,4.5
4038,73885,3.5
4038,73887,2.5
4038,73889,2.5
4038,73894,3.0
4038,73900,2.5
4038,73904,3.5
4038,73924,2.5
4039,43,4.0
4039,119,3.5
4039,292,4.5
4039,454,2.5
4039,1489,2.5
4039,3165,4.5
4039,6221,2.5
4039,7225,3.0
4039,9198,4.0
4039,10363,2.0
4040,44,5.0
4040,96,2.5
4040,119,4.0
4040,137,2.5
4040,162,4.0
4040,822,2.5
4040,839,2.5
4040,1181,5.0
4040,1280,2.5
4040,1464,4.5
4040,11881,2.5
4040,17374,2.5
4041,108,5.0
4041,137,4.0
4041,482,4.75
4041,501,4.5
4041,524,4.5
4041,1356,3.75
4041,3734,4.0
4041,10080,3.5
4041,12090,3.0
4042,90,4.0
4042,476,4.0
4042,917,3.75
4042,1230,3.0
4042,2599,4.0
4042,3279,3.5
4042,4132,4.0
4042,7359,3.5
4042,12055,4.0
4042,15375,4.0
4042,17342,5.0
4042,29113,3.0
4043,119,2.5
4043,186,0.5
4043,394,2.0
4043,482,0.5
4043,538,0.5
4043,917,4.5
4043,954,3.5
4043,1013,4.0
4043,1894,1.5
4043,2045,2.0
4043,2261,3.0
4043,2650,0.5
4043,2814,0.5
4043,3048,2.75
4043,5347,4.0
4043,8227,2.0
4043,9655,3.5
4043,12012,2.5
4043,12141,4.0
4043,12610,2.5
4043,15494,0.5
4043,19606,4.0
4043,19747,5.0
4043,21851,3.5
4043,28879,0.5
4043,32840,3.0
4043,50132,0.5
4043,59869,4.5
4043,70501,4.0
4043,74006,2.5
4043,74008,3.5
4043,74009,2.5
4043,74015,0.5
4044,14,4.4
4044,18,2.5
4044,108,5.0
4044,289,5.0
4044,535,4.5
4044,546,3.5
4044,620,5.0
4044,628,5.0
4044,841,5.0
4044,865,3.5
4044,1055,2.5
4044,1075,4.0
4044,1311,5.0
4044,1437,4.0
4044,1529,5.0
4044,1864,4.0
4044,2076,4.5
4044,2261,4.0
4044,2269,2.5
4044,2475,3.75
4044,2741,5.0
4044,3754,4.25
4044,4202,5.0
4044,4280,2.5
4044,4627,3.5
4044,4908,5.0
4044,5161,5.0
4044,5656,5.0
4044,5741,4.0
4044,5747,4.0
4044,6039,5.0
4044,6169,3.5
4044,6200,5.0
4044,6353,2.5
4044,6365,4.0
4044,6444,5.0
4044,6449,3.75
4044,7663,5.0
4044,8228,5.0
4044,8340,4.75
4044,8735,5.0
4044,8983,3.5
4044,9236,5.0
4044,9245,5.0
4044,9287,5.0
4044,9448,4.0
4044,9467,3.25
4044,9948,4.0
4044,10593,5.0
4044,10602,3.5
4044,10606,4.0
4044,12206,4.0
4044,12752,4.0
4044,13701,5.0
4044,13906,3.5
4044,14544,4.0
4044,15532,5.0
4044,17309,4.0
4044,18260,5.0
4044,21935,5.0
4044,23703,3.0
4044,23948,3.5
4044,25116,3.5
4044,27499,4.0
4044,28006,4.0
4044,28281,5.0
4044,28548,5.0
4044,30214,3.5
4044,30847,5.0
4044,32952,5.0
4044,33989,5.0
4044,34950,3.5
4044,39788,5.0
4044,40348,4.0
4044,41003,5.0
4044,43015,5.0
4044,44256,5.0
4044,45376,4.0
4044,47863,5.0
4044,48236,5.0
4044,53022,5.0
4044,58420,5.0
4044,62473,5.0
4044,64679,4.0
4044,74067,5.0
4044,74077,4.0
4044,74080,5.0
4044,74081,4.0
4044,74083,2.5
4044,74085,3.75
4044,74089,3.5
4044,74098,3.5
4044,74106,4.0
4044,74112,5.0
4044,74118,3.5
4044,74131,5.0
4044,74133,5.0
4044,74136,5.0
4044,74138,5.0
4045,108,5.0
4045,113,3.0
4045,463,4.0
4045,497,5.0
4045,758,3.75
4045,1244,4.1
4045,3838,5.0
4045,5161,4.5
4045,8444,3.5
4045,10920,2.5
4045,14985,4.5
4045,47542,5.0
4045,60149,4.5
4045,67752,5.0
4045,68726,5.0
4045,81762,5.0
4045,96308,5.0
4046,44,3.5
4046,463,3.333333333333333
4046,609,4.5
4046,732,4.0
4046,758,4.0
4046,917,4.0
4046,996,4.0
4046,1191,4.5
4046,2614,4.0
4046,4100,2.5
4046,4326,4.0
4046,4328,4.0
4046,5487,4.0
4046,7579,4.5
4046,7923,4.0
4046,8650,4.5
4046,9706,4.5
4046,9736,4.0
4046,15198,4.5
4046,15456,4.5
4046,22346,4.0
4046,24820,2.5
4046,27317,4.0
4046,44613,4.0
4047,116,3.5
4047,426,4.625
4047,481,4.5
4047,488,5.0
4047,534,4.5
4047,535,5.0
4047,543,5.0
4047,749,5.0
4047,855,5.0
4047,1091,3.0
4047,1308,4.5
4047,1489,4.5
4047,1714,5.0
4047,2109,5.0
4047,2155,4.5
4047,2189,4.5
4047,3015,4.0
4047,3897,4.5
4047,4674,5.0
4047,6624,4.5
4047,12612,4.0
4047,29885,4.0
4047,30652,4.5
